Cleaned_Review,Sentiment
android phone makers vs appleapple provides users intuitive usability hardware may best integration software makes feel like best may customization capability android customizing android normal non techie individual easy dad law executive finds apple easy use android complicated multiple steps get settings wants etcits best hardware overall seamless integration hardware software makes iphones iphones,Positive
really sep ok im android fan using samsung galaxy note type message multitasmoreno apple didnt come fingerprint sensor copied motorolathe motarola atrix fingerprint sensor ran android phonewant talk copying look apple notification dropdown another thing apple copied android notifications ios used old windows mobile popups blocked actions dismissed steve jobs stole whole android notification system added ios called magical,Positive
bought iphone gaming mostly performance improved video unity important methe first thing noticed opening first game bleachychalky colors holding iphone right next iphones colors look hundreds times better much deeper darkerand second thing astounded actually getting performance hitches games literally every seconds small hitch every games performancei extremely dissapointed iphone,Positive
spend much get dual core phone,Neutral
anond sep make simple k better hd yes explained k justifiedmore k smartphone gimmik display resolution simply capable showing u inch screen anything beyond useless asphalt tried lots fun suggest u go youtube see asphalt action iphone developed apples metal u take look gamelofts modern combat running iphone lot fun u cant say cpu proven better take fact iphones record customer satisfaction ur claims become invalid closed ecosystems lack innovation started third party app trend apple app store rocks million apps far thats closed eco system invented multitouch apple closed eco system largest media library affiliated every sense pop culture apple closed eco system implemented first functional hidef video calls phone apple closed eco system dictated modern smartphone freed carriers apple closed eco system unmatched security unity integration across devices apple closed eco system could go forever u get point dont get started apple pay could work closed ecosystem apple tells u exact function goal every feature devices shipping tell u believe makes best user experience u believe u believe customer satisfaction witness right u calling rip pure honesty u make android look like iphone true makes u think want iphones looking like androids seriously like taking kim kardashian date wear mask besides ios set trends modern smartphone iphones multitouch ui ur best option crappy blackberry sense iphones feel royal original u using nfc file transfers bumping devices lol iphones airdrop worked wirelessly across apple devices u still social platforms like whatsapp line interact platforms terms file sharing nfc came ios brought apple pay apple took technology androids made look awkward limited turned revolutionary service friend applerest assured k comes iphones means k available everywhere u actually enjoy right way side note u seen apples megapixel camera kicking every competitor ass megapixels wonder last word keeps android users coming apple product pages bashing insulting way pure envy could never intimate relation apple products cause android makers hardware companies smartphones washing machines air conditioners irons fridges etc apple works products topic category closed ecosystem around ensure best experience quality possible mac years old never antivirus never virus malware spam trojanssamsung sony lg others products different categories produce combined cant reach apples market value product lines,Positive
wonder strong new glass iphone still need put screen protector,Positive
salim sep gb ram didnt expect iphone imagine plus smarphone gb rammoreits ram appe phones super fast run smooth silk fast faster phones gb ram,Positive
anonymous sep ya u still might mentality judging everything paperand might mentality think strong removable battery dustwater certification card slot uhd capabilities usb make better way,Positive
everyone fixated specs think specs truly matter camera screen build quality storage space years old iphone run smooth new galaxy stested truly separates good phone bad one user experience ie lagging good colour contrast good internet speed etcwhats use ghz quad core processor gb ram lags year usage paid lot top line products wont make sense boast amazing specs breakdown years usage,Positive
im iphone user time past boring change android satisfied mostmy earning average people tell iphone expensive well,Positive
anond sep anymore iphone used expensive high end droids expensive ymoreagree android yearsand iphone enjoy android much much expensive iphone right matter choicein end material things lol,Positive
gb ram didnt expect iphone imagine plus smarphone gb ramandroid anyway iphone guy,Neutral
anonymous sep majority android user small boys cant afford iphone next thing thmoresometimes rich people much money brain thats care glamorous prized things like iphoneso please dont including lesser brain people iphone love like galaxy black edition,Positive
disappointed,Negative
anonymous sep disappointed apple didnt add really cool new featuresnew feature add bigger screen,Negative
anonymous sep apple gb ram doesnt lag easily updates latest ios samsung gb ram enough memormorethe ecosystem made huge impact phones capabilitymore ram ability less ram lesser abilitythats android tons capabilities iosand major diffrent ability android multitasking features ios doesnt haveits like pausing game replying texts without start game beginningand ios user dont bothering android users lag simply know use theirsand dont even ask android fetures requires huge ram lighting speed processor suffocate hearing things ios users never felt beforeyou know techcie people unlike ios doesnt require maintenence techcie people operate doesnt like try something new complicate technology im sorry say honestly iphone basically made age years oldsorry english isnt perfect,Positive
disappointed apple didnt add really cool new features,Negative
anond sep anymore iphone used expensive high end droids expensive ymorehigh end androids expensive entry level phone like iphone expensive,Positive
people buy record breaking amount overpriced entry level phones robbery,Neutral
tell best things features aple iphone android please,Positive
apple phones useless brand showoff,Negative
android kit kat better ios,Positive
find samsung phone half already pre installed devices use adroid,Neutral
new iphone anywaydont fight switchusing lumia,Negative
anonymous sep majority android user small boys cant afford iphone next thing thmorenot anymore iphone used expensive high end droids expensive dont right tell people afford iphone dont know phone thousand dollars bear mind matter preference able afford expensive cars cant afford iphone forget mentality buy iphone afford,Positive
whos complaining iphone doesnt hav memory card slot removable battery bla bla bla need expandable storage got gb variants using galaxy right never needed extra battery extendable storage yet using android last yrs things dnt like abt iphone first expensive specs nd back iphone doesnt look goodpoorly designed back,Positive
anonymous sep iphone starting price dual core outdated gpu gb ram emorelol apple sell flag ships every year says enuff said lolol,Neutral
agent bhatti sep iphone piece crap changes except screen battery iphone moreyes better put comments wp wp forums think drunk jackpot wrong place iphone forum dude,Negative
waterproof bad,Negative
waterproof,Neutral
compare galaxy note n,Neutral
think apple must gone inch inch plus,Neutral
specs,Neutral
good look gpu dual core phone nexus released years go quad core shame apple,Negative
waitingggggggggggggggggggggg,Neutral
agent bhatti sep iphone piece crap changes except screen battery iphone moremicrosoft software rubbish app market limited wrong,Negative
features dumb,Negative
agent bhatti sep iphone piece crap changes except screen battery iphone moreyoure comparing phablet compact phone nokia shill,Negative
looks good anxiously waiting market responed,Positive
freak,Negative
date seen much crap phone,Negative
anond sep front okat least previous iphone look back ugly hellis look feel hand wait ant feel u talk,Neutral
worth money business ridiculous price wait,Negative
iphone piece crap changes except screen battery iphone also want bigger much better phone buy nojia also mp camera incredible battery life mah look samsung even bigger batteries size screen would get average performance iphone lower average nokia fan say lumia hands looks much better brands really,Positive
nothinglolz,Neutral
anond sep android fan boys make laugh android users average iq average iomoresooo yeah remind us,Positive
kamal sep hey dear apples devices gb ram much faster gb ram android wow actually believe saying,Positive
uday sep gb ram ha ha ha ha ha wat jokeing applehey dearapples devices gb ram much faster gb ram android,Positive
really hope china phone copy design better spec quality see whos winner,Positive
gb ram ha ha ha ha ha wat jokeing apple,Positive
akash sep oh man daily interest really amazing come see specifimoreno k p k,Positive
omghexa core graphic card support xbox one even ps games tooif get success create emulators,Positive
boring far better expensive iphone apple lost originality increasing size phone steve jobs initiated trend smaller phones high standard features people following android pity os replace ios really amazing,Positive
iphone worst thing ever happened iphone since iphone,Negative
android fan boys make laugh android users average iq average ios users average iq average probably android fans feel need bash apple dont brain power realise apple users dont care,Positive
nothing special iphone nd price highbuy iphone waste money company policy earn profit dont know people spend k k iphonenothing function compare mid range phonend also security device,Positive
joke mp still mp,Positive
deleted postyep sammy least leather back love sammy,Positive
sd card old mpx camera boringgggggggggggggg,Neutral
akash sep oh man daily interest really amazing come see specifimoreabsolutely right dude im totally agree,Positive
think everybody bashing apple actually strength devices iphones work better gb ram gb android devices like hitting multiple targets one bullet bullet better optimization need put lesser ram turn saves battery n hence smaller battery turn helps creating compact n lighter devices found iphone tend much higher success rate tasks compared android,Positive
anonymous sep specs z didnt change lot compared z thats true still far famorexperia z iphone major changes inclined agree z far better crapple iphone,Positive
poor apple steve jobs think one company vision increasing size phone already way behind others nothing new nothing crazy even company like gionee innovative slimmest phone world something distinguishes company others needed something apple offer disappointment,Negative
oh mandaily interest really amazingbut come see specification post lectureonly buy phonedid u see price tagits mid range phoneits definatly high range handset starting k aboveare u crazyyou buy shining better feture phone price tagim apple hater phone searching great fetures phoneits luxrious phone alwyes show statusandroid kitkat jellybean far better ios ios even moto ggen sony series great fetures phone selling half price tagthe one great feture apple superb camera front n rearbut u want buy apple amzing camera suggestbuy sony cannon pocket size cam k buy galaxyxperia handest left kdont waste moneybe smart,Positive
purchase unlocked iphone tmobile usa use gsm network indiacan anyone guide trouble free without limitations using app store updatingetc,Positive
anond sep guys think government must ban apple products tim cock uses specs new ipmores camera mp stupid apple,Negative
good enoughit better wait blackberry z instead buying iphone iphone besides blackberry os offers far better data security ios security would strengthened bb os,Positive
httpwwwstatistacomstatisticsglobalappleiphonesalessincerdquarter,Neutral
seems redundant phn frm predecessors features r new aple themslvs look china phns like vivo oppo really new cool features compare sony phnes later still rocks really worth,Positive
pretty much everyone needs know stuff commenting making selfs look like noob honestly,Positive
anonymous sep apple innovations damn late quality innovations sometimes better androidyou compare iphone android specs win miles,Positive
android people nothing say except numbers cores gb ram mp camera dpi display blah blah blahwhat performance quality user experience nothingare use phone check specification time prefer mp high quality image mp one look like digital zoom image boost mp fool people look numbers qualityif performance phone cores better cores one uses less battery one betterif phone gb ram run far better smoother another phone gb ram one betterwe use enjoy phones never check back specifications buying bought iphone happy last year bought samsung replace impressive specifications awesome features make consider migrating ios android box first day impressed display quality shooting photos taking videos watching impressive displaythe joy didnt last single day android apps carp comparison ios versions couldnt find many ios apps android found one entirely different ui phone android jelly bean boring didnt like allthe battery life terrible phone hot time years old iphone battery far betteri iphone zombie even decided migrate android even bought one androids flagship phones last year iphone ios user knows mean use ios iphone quite time checking cant use phone osi didnt talk design build quality one anything say build quality design apple productsi using old iphone waiting iphone available wife happy enjoying muchi never waste money android phone never leave ios iphone iphone zombie,Positive
anond sep u guys noob illiterate knows nothing megapixels doesnt affect camera wmorefinally someone actually knows stuff doesnt look piece paper think well android everything fore must better hahaha thank god everyone idiot,Positive
linkex sep poor release apple yet people gon na buy another woopteemoreyou hate apple yet speed blow phone smithereens ill admit androids good android much lag evan funny tbh,Negative
android people nothing say except numbers cores gb ram mp camera dpi display blah blah blahwhat performance quality user experience nothingare use phone check specification time prefer mp high quality image mp one look like digital zoom image boost mp fool people look numbers qualityif performance phone cores better cores one uses less battery one betterif phone gb ram run far better smoother another phone gb ram one betterwe use enjoy phones never check back specifications buying themi bought iphone happy last year bought samsung replace impressive specifications awesome features make consider migrating ios android box first day impressed display quality shooting photos taking videos watching impressive displaythe joy didnt last single day android apps carp comparison ios versions couldnt find many ios apps android find one entirely different ui phone android jelly bean boring didnt like allthe battery life terrible phone hot time years old iphone battery far betteri iphone zombie even decided migrate android even bought one androids flagship phones last year iphone ios user knows mean use ios iphone quite time checking cant use phone osi using old iphone waiting iphone available wife happy enjoying muchi never waste money android phone never leave ios iphone iphone zombie,Positive
worth money,Positive
doubt anyone buy sizeagree,Negative
anond sep guys think government must ban apple products tim cock uses specs new ipmoregotta check,Negative
crazy pay money better phone maybe better understand,Positive
look would buy iphone huge fan apple steve jobs came house gave free iphone special edition real goldso,Positive
anond sep guys think government must ban apple products tim cock uses specs new ipmorefirst megapixels dont matter optics second mhzs ghzs dont matter much every processor different probably idea talking,Negative
iphone phone looks like samsung phone maybe made samsumg sale iphone holding samsung,Positive
say isiphone sucksit doesnt worth xperia nokia,Negative
best,Positive
anonymous sep cash burnonly buy best app store number one best performance bit nm chip beautiful thin light design beautiful screen best aftermarket accessoriescant wait,Positive
apple iphone travel us pasthahaha lol,Positive
yeah said sep two beef tell us iphone best phone world year amoreyou cant even come original comments copying pasting lolif dont like wont buy even iphone pagedoesnt make sense,Positive
merely status phone priced less feature many models companies available us available rs inr contract reasonable away us phones expensive,Neutral
two beef tell us iphone best phone world year ago yesterday tim cook said best iphones ever made bigger screen size apple said screen size perfect size human hands ouch iphone owners second beef battery life year still wall hugger,Positive
normal,Neutral
two beef tell us iphone best phone world year ago yesterday tim cook said best iphones ever made iphone owners second beef battery life year still wall hugger,Positive
usman sep fingerprint sensor paypal certified ip certified dust water resistant water rmoredude fingerprint scanner works crap doesnt work apple siri cloud unlimited storage main part apples touch id works like butter im apple android fan ios beat android many ways,Positive
rao sep pm cameraoh nosony pushing mpwhats point megapixel camera want shoot posters phone,Negative
new design beautiful,Positive
deleted postif tell us know lie people buy whatever want people important matters deal,Positive
anonymous sep fone still nothing different bigger screen resolution moreits faster lol lacks snapdragon,Positive
deleted postcash burn,Neutral
danielritta sep processor iphone iphone plus incorrect clock released bmorethe model puny mah battery found cheapest phones market nonremovable,Neutral
anonymous sep iphone loaded people love galaxy mini performs aight forwmorelol lost ur senses,Positive
faw sep ever used apple product would guess know coz apmorewe would stopped first,Negative
comparing specs phones lets try experience performance ram gb apple processor architecture better ram gb phonejust lets wait see well phone going reality,Positive
expency,Neutral
anond sep though people opposing apple know professional deviceplease go awmoreruffwhat ios professional fact simplified toddlers knew actually use android wouldnt posting drivel,Neutral
overpriced phones people much money waste market outside america negligible idiotic conceptions status actual tech people use android anyway work company make estimate use android,Negative
inches,Neutral
anond sep would someone pls tell width inches iphone dont really understand thmoreiphone mm iphone plusmm,Positive
anond sep would someone pls tell width inches iphone dont really understand thmorewidth inches,Positive
xpertriate sep android user smp precise lets appreciate good tin onceapple welmoredont sell note edition disappointed days like ipad air tought good tablet sketching go sucks pixel precision stylus like note series wqxga screen superior retina display,Positive
said iphone camera good even megapixel try compare sony xperia z low light condition u know great xperia z camera compare phone,Positive
waste model like samsungits beautifuli hate iphone plususeless phonei dont upgrade still love iphone sc also like toyapple dont braingood bye dudes,Negative
even galaxy still better piece overpriced crap epic fail apple inch model ven full hd iphones retina screen match picture quality super amoled displays,Positive
try browse latest smartphones comment barely see haters around look iphone theres always haters bashers let hate top,Negative
anond sep would someone pls tell width inches iphone dont really understand thmore,Positive
well bros right use many apps simulteniously android android sucksiphone never hangs needs restart unlike shitty android phones used iphone samsung galaxy note iphone best time,Positive
still android devices improve mean comes improve android iprove really well bigger improvement like design camera features social games etcbut iphone still,Positive
anond sep improvements huge ugly,Positive
tech nerd sep gb ram run like apps android gb ram runmorethere much multitasking physical rami sgs love iphone older ones matter handle multitasking lot efficientlyit makes difference open need need phones mentioned takes sec waiting time really thinking advantage even android fast daysas gb ram hindrance dont believe,Positive
apple falling downthey thinking increasing price nt improving phone worth moneyin market phones gb ram mp camerabetter processor iphoneand lot features apple haveapple started smartphone revolution last listthey upgrading worth features collecting making us fools,Positive
would like tell something tooandroid slow seen spec difference iphone nexus htc one wrong na android phone needs double hardware configuration make performance iphonenow tweaking phone iphone needs jail break android needs rooting give phone anything plus theres clear indication warranty card kind tweaking warranty void good luck know tweaking use pirated games apps reason app developers launch application ios first android cause secured ios would done tooabout market domination thing dont need say anything data one phone battalion android phone starts still market shareand finally shouting stomach spec benchmark please stop think using high spec like gb ram octa core processor yada yada yada whatever guys high spec android phone iphone gives experience ever spec less infect android lags crashes time cant find app cause interface need restart phone reappear interface lolios need high specso go home happy whatever phone dont try pull others legmost get life getting highest spac phone make u king world,Positive
anond sep would someone pls tell width inches iphone dont really understand thmoredimensions x x mm x x inwidth inches,Positive
android user smp precise lets appreciate good tin onceapple well time aroundfrom experience aint much difference btw p p small screen moreover p add stress phones internals gpu etctheoritically speaking since faster gpu wise thats means faster snapdragon arguably putting others consideration apple indeed nailed time aroundkeepthegoodjob apple let haters keep hatingnotewill sell smp soon ipad air whatever name unveiled,Positive
lg gsmall size big screen,Neutral
crazzyyyou said compared iphone camera galaxy note camera works better note cameraohhh foolish people chechkout review note devices camera gsmarena comparison devices like note nokia lumia sony xperia z iphone htc one camera see nokia lumia got first place samsung galaxy note get second place iphone stood second last place beating htc one ultra pixel camera dont make us people fool iphones camera better note dont think people love iphone much doesnt mean android devices cant beat apple products many devices like note note lg g htc one e htc desire understand iphone cant beat devices available market,Positive
waste apple dissapointed last time,Negative
raj sep expecting iphone gb ram n camera pixel sad im disappointed ipmoreand tell us gb handle,Negative
iphone outside good looking inside even worstthats android operated devices much advanced iphone,Positive
sony z compact best option nowadays,Positive
iphone went back original form looking like iphone g pretty shitty nothing special hmmm,Positive
love anything apple im happy opportunity see technology bomb waitin hold hands apple,Positive
ill wait gig ram,Negative
raj sep expecting iphone gb ram n camera pixel sad im disappointed ipmoreyou havent got slightest clue technology companies like samsung add extra ram marketing gimmick see performance wise iphone outperforms every phone market apple doesnt use fake advertisement win sales thats theyve got huge reputation iphone iphone plus powerful smartphone market right dont believe search online dont get fooled mediocre companies stuffing huge amounts ram processors speeds theyre like showcase sound cool havent got purpose iphone outperforms galaxy note even though note ram utter nonsense fake advertising apple perfectionist,Positive
best phone ever dont care people said iphone jealous cant afford iti cant wait buy iphone,Negative
really disappointing see apple turning follower last yearswho knew,Negative
anonymous sep bit galaxy note exynos next n itll come android l bitgo post forum noones interested,Positive
really waiting samsung note virtually manufactures quad core dual core ghz speed vs ghz though bigger iphone much functionally generation behind manufacturers camera vs megagpixels vs manufacturers ready hop dont even want one anymore old technology sold new technology prices disappointed release thought would competition half much apple screwing loyal fans big profits switching android seems better anyway needs barometer nfc samsung heart rate monitor nfc sure watch either seems small deal like small watch going good couldnt even see apps,Positive
iphone best sep probably infant never used iphone iphone rules allno ir water resistance bigger cam ois camera features many samsung lg performance equal less power saving ultra air gestures low ppi qhd heart rate monitoring actually understand phone specs features go androidapple tries copy android,Positive
guys posted prerelease dont trust comments,Negative
raj sep expecting iphone gb ram n camera pixel sad im disappointed ipmorethe unique thing apple well hardware works software need put gigs ram make better doubt even chip compare quad octa core processor flagship phone make apple apple,Negative
anonymous sep ummm iphone see mostly clones real thing likely perfmoreandroid user hater,Negative
puchu sep hell jst gb ram nd mp camera like iphone l buy note dfntly mcmoreits megapixel sensor lense built,Negative
p displaylame,Neutral
cpu defined looks fishy gb ram outdated mp rear camera upto marknothing specific zoom n outiphone refer class fit needy,Neutral
agree galaxy note better performance features reply agree hit rate leave post papple copies samsung android devices survive,Positive
iphone sucks compare information htc meizu samsung xiaomi tearing thousand times search meizu mx htc one,Negative
vink sep used phoneabsolutely awsum phone fast processor camera also goodbut price amorepost specs,Neutral
didi sep oh god megapixel realy bad want pixel iphone plz pmoremore megapixel doesnt mean shoot better images,Negative
gpu,Neutral
oh godwhy megapixelits realy bad want pixel iphone plz plz plz plz plz,Negative
crazy everyone commenting slating phone multi billion company obviously good handset works well specs confirmed yet nobody anywhere knows appart apple,Positive
natt sep device even quadcore yet dont see long apple pull low spec devices witmoreyou need use phone find apple develop processors ddr ram stupidly fast android phone wth quad core gb ram freeze apple never freeze probably look phone useability slate something,Negative
see apple launching iphone c,Neutral
quadcore ghz gb ram,Neutral
hmm mp camera dual core hmm looks like iphone still abit bigger end day iphone hasnt really changed much since iphone id save money n buy one wont long likes samsung make secondary camera mp apple finnally pull fingers n improve already dated camera,Positive
battery doesnt need good long battery life good specs sheet better phones draft,Negative
matter mp mp iphone still best compared,Positive
anonymous sep price low coz battery backup good name going apple apple apple gimorewht price,Positive
price low coz battery backup good name going apple apple apple giving good features,Positive
prise,Neutral
still improvement batteryoh iphone,Positive
biz sep camera bad price famepeople like havent even used iphone ever commenting camera specsdont get fooled megapixel cameraits megapixel works wonders equivalent megapixel camerapicture quality megapixelsits exposure brightness colour saturation etc etcthere much displays yet resolution higher megapixel picture givesso megapixels waste difference viewedapple thinks differentlythey dont improve phone specs show paper try get maximum quality products,Negative
iphone new generation highnest smartphone nexus waiting competitive iphone nexus contained specsdisplay inches qhd ltps oled clearblack displaymemory gb ramchipset tegra k exynos body metalthis type smartphone fans deserve nexus nexus smartphone much slower problems nexus indebted fans,Negative
vink sep used phoneabsolutely awsum phone fast processor camera also goodbut price amorehow much,Neutral
nexus oneplus one far better value money,Positive
else could ask apple fan years year january thought would swithc android iphone released longest months life hate android sucks android fans say stupid,Negative
looking forward get one,Neutral
dont iphone want rather android phonebrilliant engineers apple specs written downin paperbut overall performance realworldive seen many images taken high end android iphoneiphone stands lags iphone worst android think twicebefore purchase phone bottomline theperformanceat end day still bethe one decide use phone,Negative
simran singh sep good look excellent featuresgood features u kidding,Positive
apple still hanging mp camera rest world basic smart phones starts lol,Positive
whens ive time poooop,Neutral
skull sep hi download fileapp app store ios u connect pclaptop itunes moresorry u connect pclaptop without itunes using fileapp,Neutral
anond sep completely agree ios optimized also reviewsi absolutely morehijust download fileapp app store ios u connect pclaptop itunes u connect pc wireless u transfer datas,Positive
good look excellent features,Positive
lol mah batterypretty fair enough make call lol,Positive
fingers crossedhope might true,Positive
anonymous sep assume people hating iphones probably never got use one yes iphone inferior smorei completely agree ios optimized also reviewsi absolutely hate reviews play storehowever ive never lag maybe ppl right ive gotten used dont notice performance excellenti prefer android connect pclaptop without use itunes,Positive
deleted postu clearly see say z right sony samsung,Positive
radio lover sep without radio cant listen radio without connected intemorebroexpecting radio highend smartphone like expecting hand rotating window rolls royce car brand high prof image,Positive
wanted say mateer say apple always people die hards buy apple could sell empty box saying invissible would line buy professional level phones change garbage every time little bigger box check web samsung lg already apple killer ready go less price save headache buy android,Negative
hey apple slow releasing new productjust follow samsung show least high end models yearly dis would number purchaser bring apple dont sleep,Positive
roshan sep apple class aneroid phones use small children fun purposethats bit statement therei use android windows know ios anything apple used mainly portentous peopleyour paying name see phone nothing different clone uphones,Positive
owned android iphone phones android upside able transfer files easily apart find iphone better everything first android phone stopped working days wouldnt turn htc one x got replacement one worked fine found battery dead dinner time swapped iphone think much better ios much less power hungry doesnt need huge core processors run smoothly turn seems make battery last longer average days compared less day one x similar usage plus iphone never gone wrong never crashed never slowed experience android phones look great paper terms spec often good couple months seem start slowing iphone reliable nearly years dont anything dangerous doesnt get smashed dont put near water like electrical devices iphone winner regardless spec know work keep working way,Positive
anond sep xperia z way better overpriced iphone key points iphone loses z commorethat depends display well zc poor ppi flagship similar early flagships iphone really ups ppi enormous advantage also os huge disadvantage zc,Positive
would ditch galaxy note handset im tired samsungs gimmick apps new galaxies namely edge note almost note note would last android platform sorry samsungim hoping iphone would soon release,Negative
anond aug mp camera im thinking buying phone disappointment tmoremy dear godmega pixels everything increase pixel andor sensor size,Positive
mp cameraim thinking buying phone disappointment cameraill probably go note,Negative
mg camera,Neutral
anond aug iphone boring thats people want phone thats simple worksiphone meanmorethe thing iphones slouch benchmarks real world performance,Negative
anond aug apple like ipad air iphone boring android powerful customization umoreiphone boring thats people want phone thats simple worksiphone meant simple easy use complicationsfolk want freedom fun buy android,Positive
spec doesnt good samsung htc however software important thing smart phones im buying full package hardware ill go using experience good need phone assist get things done giving troubles,Negative
hi guys wnat purchase apple iphone either please suggest go,Positive
apple shaft n neck always giving least charging competition n market forget fr tim ad go fr cheaper ad value added break mmonopoly,Positive
likely one especially costxiaomi mi mi better iphone,Positive
apple like ipad air iphone boring android powerful customization u never board advanced smartphone z lg note,Positive
anond aug iphone work card slot camera battery size good use specifmorethe camera isnt badthe battery least day nm chip card slot arguably,Positive
iphone work card slot camera battery size good use specification good,Positive
anond aug mah battery screen ok like htc one x size power battery morejust wait iphone note thats real specs battles atboth gon na use cyclone architecture bitthey gon na using nm chipstheir gpus gon na beastlytheir resolutions gon na awesometheir design build quality gon na awesomethey gon na best featurestheir front rear camera gon na awesomethose true beaststhe alpha gon na come thirdthe deciding factor would os note gon na smaller note size bigger iphoneso actually mzzz compacts etc ones catching iphone,Positive
phone good high price better samsung galaxy sony xperia z lg g htc one phones costs less r better,Positive
iphone model better icamera battery poorand good,Positive
people thinks haz bad processor battery screen size camera less ram everthe thing iz comes ios cleanly build os roots market doesnt require pc like gb ram even iphone neeeevr hangs app buggy always runruns ang keep running android gb ram bet still buggy month use device catch performance smoothness challenge except androids quick battery sucker ones made samsung wow gs looks like big cheap match boxes agree guys saying whats wrong prices,Negative
mah battery screen ok like htc one x size power battery mp camera years ago apple catching flinstone anyways fans waiting blindfolded fooled fool forever,Negative
water resistant lool,Neutral
anonymous aug iphone beats audio guys htc boobs audioi hope unlikely havent seen rumours leaks,Positive
attractive look desingn like sony phones,Positive
first iphonebye bye android,Neutral
disappointed specs iphone,Negative
ever used iphone used would say things samsung phones nothing garbage front iphones used ss start using iphone wonderful experience fully contented functioning really amazing samsung phones starts hanging time worst service given samsung charged even gurrantee left,Positive
iphone going september th,Neutral
santhosh aug luking like low cost need expensivedo u atleast basic mobile,Positive
luking like low cost need expensive,Positive
poor specifications mp nano sim card slot sensors batteryso total,Negative
samsung giving tough competition apple samsung galaxy screen size inches samsung galaxy note screen size inches apple forced increase iphone screen size inches inchesapple iphone way competition samsung galaxy samsung galaxy note samsung smartphones way good apple smartphones,Positive
battery back issues iphone wellbetter buy note isnt guys,Neutral
anonymous aug thing announced apple actually said th septthe phone good lookin bt somehow look like,Positive
apple design head walking back iphone st generation design,Neutral
anonymous aug dualcore iphone something really need argued since theimorefor sure low resolution push surely performed better,Positive
anonymous aug still dualcore iphonesdualcore iphone something really need argued since flagship moment dualcore ghz comes performance par sometimes better quadcore phones think intel core hyperthreading vs amd athlon x intel still better,Positive
dualcore iphone simply ios dont need,Neutral
satisfied phone satisfied battery back,Positive
still dualcore iphones,Neutral
funny comments whatapp available ios well hence iphone wish iphone price wont exceed k barrier,Positive
phone good looking,Positive
hmmmhowcan u tell manof course u install watsup,Neutral
good phone use please dont bye,Positive
anonymous aug doesnt change fact iphone way much better performer samdroidsfor regular purposes iphone enoughbut,Positive
iphone boring like rest android reigns supreme,Positive
anond aug find antutu benchmarks find wheres toy processor note get octacore quad cmoreit doesnt change fact iphone way much better performer samdroids,Positive
michael aug embarrassing specs galaxy better specs imagine note galaxy smorethey got better spec cuz os badly done means even ios better cuz dual core cpu performance device lots cores,Positive
iphone projector awwwwwwwwsome,Neutral
gon na buy phone coz doesnt support usb otg,Negative
ca aug yr right loot better cant comparenote lot better,Positive
anond aug thats big think phone mefind itand use itplay gamesuse penyoull love ityoull never shift another phone seriesi guarantee,Positive
anonymous aug lets honest iphones cores actually beating adroid sammys whatever cormorefind antutu benchmarksfind wheres toy processornote get octacore quad core best snapdrag exynos newest,Positive
ghori aug samsung launching note gb ram iphone coming gb ram currently amorelets honest iphones cores actually beating adroid sammys whatever coresthat proven already many timesbut yeah bash iphone theyre fine,Positive
deleted posttypical bashing fandroids,Neutral
anond aug better two fast cores slow ones trend quadcore cortex midrangers acmoreonly one way find real iphone wait till released,Positive
flagshit never best phone,Negative
anond aug note thats big think phone,Neutral
dont think official design anywhere near iti think becausethe increase size iphone increased height screen widthi dont think would thin would compromised battery lifeor ios battery efficientthe official size might might tall would inline jump chamfer edges rectangular design stylish rumored design might work polishedthe camera likely bulging ture tone flash returnthe antenna break likely hidden view userthe new screen sizeif one taller maybe slightly wideri dont think apple bold enough whole new designyet,Positive
like apple products im excited use phone,Positive
according new rumors iphone screen might sport mah battery rather mah onehttpbgrcomiphonerumorsbatterysize,Neutral
dwpo aug note better iphone yr right loot better cant compare,Positive
anond aug man com real wrld talk want customize phone like note moreoh customize great must enjoying much boring,Positive
actually specs quite better previous iphones processor bit lag dualcoreeven camera changedbut wait watch,Positive
anond jul much better low quality samsung devicesthe samsung galaxy phonei would agreed months agoi swapped love nothing apple apple great phone well kicks,Positive
resolution pretty low phonedont fooled backwards arrangementits less palso dont care much performance put dual core least couldve added quad core back phone,Negative
anond jul much better low quality samsung deviceslow quality samsung devices way superior hardware iphone latest sammys core core cpus latest iphone still uses crappy dual corebye bye deluded fanboy,Positive
specs worse galaxy sad iphone call better phones bettr galaxy sad,Negative
anond jul much better low quality samsung devicesaside sapphire crystal glass specs yeah much better samsung cheap plastic high price,Positive
anonymous jul good specsfor much better low quality samsung devices,Positive
anond jul currently hate iphone mainly small screen opinion new iphmorei hope upcoming phone minimum inch display minimum gb ram battery amazing heart touching,Positive
wrong iphone camera since time began seriously,Negative
good specsfor,Positive
happy withshape,Positive
currently hate iphone mainly small screen opinion new iphone come inch screen perfect phone especially backed gb ram mah battery seriously sure hope apple fit least mah battery,Positive
design sucks,Negative
robbie jul found size x x mm x x iphone rightmorethere two version iphone one,Neutral
im sorry gon na blow android competition sad say pdont get wrong prefer android phones time considering iphone still tops current bleedingedge smartphones safe say trend may likely continue,Negative
waiting casting judgment think,Neutral
size right sample size xxmm,Neutral
anonymous jul another dual core iphone technology pasti found size x x mm x x iphone right sure,Positive
another dual core iphone technology past,Neutral
jun samsung thiong see law suits woith regards samsung stealing apples moredont tell samsung u cant compare big gadget like bb htc iphone samsung china phone cheap,Negative
unknown jun dont understand people saying prefer brands like samsung imorewell said,Positive
